Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
7559 18th Av Nw,Aid Response,03/15/2019 01:22:25 PM,47.683741,-122.380003,POINT (-122.380003 47.683741),F190026531
10426 63rd Av S,Auto Fire Alarm,03/15/2019 01:33:29 PM,47.507907,-122.254733,POINT (-122.254733 47.507907),F190026536
500 Pine St,Aid Response,03/15/2019 01:35:21 PM,47.611672,-122.33648400000001,POINT (-122.336484 47.611672),F190026538
2014 Nw 57th St,Medic Response,03/15/2019 01:35:30 PM,47.67018,-122.382305,POINT (-122.382305 47.67018),F190026539
2208 15th Av W,Aid Response,03/15/2019 01:36:37 PM,47.638695,-122.376149,POINT (-122.376149 47.638695),F190026540
4515 M L King Jr Way S,Aid Response,03/15/2019 01:36:41 PM,47.56273,-122.294698,POINT (-122.294698 47.56273),F190026541
3501 Rainier Av S,Medic Response,03/15/2019 01:38:12 PM,47.571853000000004,-122.29319299999999,POINT (-122.293193 47.571853),F190026542
2605 44th Av Sw,Food On The Stove,03/15/2019 01:42:33 PM,47.581148,-122.38786100000002,POINT (-122.387861 47.581148),F190026543
220 1st Av N,Auto Fire Alarm,03/15/2019 01:43:27 PM,47.619994,-122.35544099999998,POINT (-122.355441 47.619994),F190026544
10507 Aurora Av N,Aid Response Yellow,03/15/2019 01:43:10 PM,47.705096000000005,-122.344695,POINT (-122.344695 47.705096),F190026545
431 Nw 100th Pl,Automatic Medical Alarm,03/15/2019 01:46:04 PM,47.702746000000005,-122.363403,POINT (-122.363403 47.702746),F190026546
131 22nd Av E,Aid Response,03/15/2019 01:50:43 PM,47.618722,-122.30364499999999,POINT (-122.303645 47.618722),F190026547
2655 Nw Market St,Medic Response,03/15/2019 01:52:03 PM,47.668664,-122.39088500000001,POINT (-122.390885 47.668664),F190026548
307 Occidental Av S,Medic Response,03/15/2019 01:56:11 PM,47.599862,-122.33288,POINT (-122.33288 47.599862),F190026550
10049 College Way N,Aid Response,03/15/2019 01:56:54 PM,47.701741999999996,-122.335029,POINT (-122.335029 47.701742),F190026551
1531 4th Av,Aid Response,03/15/2019 02:02:49 PM,47.610496000000005,-122.336942,POINT (-122.336942 47.610496),F190026552
4030 Ne 109th St,Aid Response,03/15/2019 02:04:17 PM,47.7076,-122.285482,POINT (-122.285482 47.7076),F190026553
800 Occidental Av S,EVENT - Special Event,03/15/2019 02:18:00 PM,47.595693,-122.33327299999999,POINT (-122.333273 47.595693),F190026554
E Olive Way / Summit Av E,Aid Response,03/15/2019 02:19:37 PM,47.618896,-122.32528799999999,POINT (-122.325288 47.618896),F190026556
5968 Rainier Av S,Medic Response,03/15/2019 02:24:43 PM,47.548784999999995,-122.276963,POINT (-122.276963 47.548785),F190026557
10622 Meridian Av N,Aid Response,03/15/2019 02:39:43 PM,47.706137,-122.333949,POINT (-122.333949 47.706137),F190026558
Broadway / E Pike St,Aid Response,03/15/2019 02:42:56 PM,47.614076000000004,-122.32078,POINT (-122.32078 47.614076),F190026559
11th Av Ne / Ne 50th St,MVI - Motor Vehicle Incident,03/15/2019 02:46:38 PM,47.664928,-122.31633500000001,POINT (-122.316335 47.664928),F190026564
901 5th Av,Aid Response,03/15/2019 02:52:20 PM,47.605839,-122.33114599999999,POINT (-122.331146 47.605839),F190026565
1516 Nw 57th St,Aid Response,03/15/2019 03:03:39 PM,47.670171,-122.376415,POINT (-122.376415 47.670171),F190026566
5018 43rd Av S,Aid Response,03/15/2019 03:05:22 PM,47.556551,-122.279592,POINT (-122.279592 47.556551),F190026567
Ne 50th St / 5th Av Ne,Aid Response,03/15/2019 03:06:24 PM,47.664975,-122.32286299999998,POINT (-122.322863 47.664975),F190026568
14307 Greenwood Av N,Medic Response,03/15/2019 03:06:40 PM,47.732369,-122.355567,POINT (-122.355567 47.732369),F190026569
3218 22nd Av S,Medic Response,03/15/2019 03:10:48 PM,47.574894,-122.304345,POINT (-122.304345 47.574894),F190026570
10628 61st Av S,Trans to AMR,03/15/2019 03:17:56 PM,47.505663,-122.25711899999999,POINT (-122.257119 47.505663),F190026571
55 SPRING ST,Medic Response,03/15/2019 03:19:09 PM,47.604646,-122.338706,POINT (-122.338706 47.604646),F190026572
Spring St / Western Av,Medic Response,03/15/2019 03:19:04 PM,47.604943,-122.338001,POINT (-122.338001 47.604943),F190026573
5504 37th Av S,Aid Response,03/15/2019 03:19:52 PM,47.552669,-122.28625600000001,POINT (-122.286256 47.552669),F190026574
2116 Broadmoor Dr E,Aid Response,03/15/2019 03:37:05 PM,47.637934,-122.28824499999999,POINT (-122.288245 47.637934),F190026575
4212 Pasadena Pl Ne,Illegal Burn,03/15/2019 03:42:43 PM,47.657588,-122.32188300000001,POINT (-122.321883 47.657588),F190026578
1601 E Yesler Way,Medic Response,03/15/2019 03:48:19 PM,47.601683,-122.31155600000001,POINT (-122.311556 47.601683),F190026579
3201 Sw Graham St,Aid Response,03/15/2019 03:49:48 PM,47.546659999999996,-122.37321899999999,POINT (-122.373219 47.54666),F190026580
3400 California Av Sw,Aid Response,03/15/2019 03:50:28 PM,47.573182,-122.38676299999999,POINT (-122.386763 47.573182),F190026581
517 3rd Av,Aid Response,03/15/2019 03:50:34 PM,47.602171999999996,-122.330863,POINT (-122.330863 47.602172),F190026582
Nw 57th St / 15th Av Nw,Aid Response,03/15/2019 03:51:08 PM,47.670171,-122.37621299999999,POINT (-122.376213 47.670171),F190026583
12517 33rd Av Ne,Trans to AMR,03/15/2019 03:52:27 PM,47.719378000000006,-122.29272900000001,POINT (-122.292729 47.719378),F190026584
9032 9th Av Sw,Alarm Bell,03/15/2019 03:51:59 PM,47.522514,-122.346725,POINT (-122.346725 47.522514),F190026585
1st Av / Virginia St,Aid Response,03/15/2019 03:58:39 PM,47.611067999999996,-122.34261200000002,POINT (-122.342612 47.611068),F190026586
2634 58th Av Sw,Medic Response,03/15/2019 03:59:24 PM,47.579896999999995,-122.406186,POINT (-122.406186 47.579897),F190026587
4800 Sand Point Way Ne,Medic Response,03/15/2019 03:59:09 PM,47.664275,-122.283475,POINT (-122.283475 47.664275),F190026588
12721 30th Av Ne,Aid Response,03/15/2019 04:04:43 PM,47.721213,-122.29633799999999,POINT (-122.296338 47.721213),F190026589
4005 15th Av Ne,Auto Fire Alarm,03/15/2019 04:10:15 PM,47.655393,-122.312148,POINT (-122.312148 47.655393),F190026590
111 Yale Av N,Aid Response,03/15/2019 04:12:10 PM,47.618823,-122.330413,POINT (-122.330413 47.618823),F190026591
756 John St,Trans to AMR,03/15/2019 04:26:20 PM,47.619719,-122.342229,POINT (-122.342229 47.619719),F190026593
1118 5th Av,Aid Response,03/15/2019 04:29:05 PM,47.60739,-122.33256399999999,POINT (-122.332564 47.60739),F190026594
4700 CALIFORNIA AV SW,Aid Response,03/15/2019 04:31:46 PM,47.561106,-122.386778,POINT (-122.386778 47.561106),F190026595
2502 Canterbury Ln E,Aid Response,03/15/2019 04:34:51 PM,47.64124,-122.281361,POINT (-122.281361 47.64124),F190026596
810 Virginia St,Medic Response,03/15/2019 04:35:51 PM,47.615789,-122.33650700000001,POINT (-122.336507 47.615789),F190026597
803 S LANE ST,Aid Response,03/15/2019 04:38:43 PM,47.59667,-122.32229,POINT (-122.32229 47.59667),F190026599
10345 Meridian Av N,Automatic Medical Alarm,03/15/2019 04:43:02 PM,47.703624,-122.333909,POINT (-122.333909 47.703624),F190026601
2020 Terry Av,Medic Response,03/15/2019 04:48:37 PM,47.617197999999995,-122.33512900000001,POINT (-122.335129 47.617198),F190026603
10416 5th Av Ne,Medic Response,03/15/2019 04:50:44 PM,47.704187,-122.32316100000001,POINT (-122.323161 47.704187),F190026604
6th Av / Stewart St,Aid Response,03/15/2019 04:53:50 PM,47.613622,-122.337015,POINT (-122.337015 47.613622),F190026605
6804 20th Av Ne,Aid Response,03/15/2019 04:58:16 PM,47.677661,-122.30656299999998,POINT (-122.306563 47.677661),F190026608
305 Pine St,Aid Response,03/15/2019 05:14:52 PM,47.610766999999996,-122.338645,POINT (-122.338645 47.610767),F190026611
12740 33rd Av Ne,Aid Response,03/15/2019 05:18:00 PM,47.720938000000004,-122.29251299999999,POINT (-122.292513 47.720938),F190026612
9000 Holman Rd Nw,Medic Response,03/15/2019 05:18:00 PM,47.69425,-122.375914,POINT (-122.375914 47.69425),F190026613
8th Av / Virginia St,Aid Response,03/15/2019 05:22:00 PM,47.615721,-122.33659499999999,POINT (-122.336595 47.615721),F190026615
415 10th Av,Medic Response,03/15/2019 05:31:42 PM,47.605346000000004,-122.31941299999998,POINT (-122.319413 47.605346),F190026616
1531 13th Av S,Medic Response,03/15/2019 05:34:09 PM,47.589745,-122.31598600000001,POINT (-122.315986 47.589745),F190026617
12740 30th Av Ne,Aid Response,03/15/2019 05:35:40 PM,47.721329,-122.29633899999999,POINT (-122.296339 47.721329),F190026618
3720 Montlake Blvd Ne,Medic Response,03/15/2019 05:36:54 PM,47.649404,-122.304574,POINT (-122.304574 47.649404),F190026619
120 Broadway,Rescue Elevator,03/15/2019 05:54:19 PM,47.602255,-122.32073899999999,POINT (-122.320739 47.602255),F190026623
5835 5th Av Nw,Aid Response,03/15/2019 05:59:44 PM,47.671134,-122.362932,POINT (-122.362932 47.671134),F190026625
11301 3rd Av Ne,Medic Response,03/15/2019 06:08:33 PM,47.71049,-122.326004,POINT (-122.326004 47.71049),F190026627
3021 Sw Bradford St,Auto Fire Alarm,03/15/2019 06:14:56 PM,47.569237,-122.371429,POINT (-122.371429 47.569237),F190026630
2713 15th Av S,Medic Response,03/15/2019 06:21:30 PM,47.579363,-122.313375,POINT (-122.313375 47.579363),F190026631
124 21st Av,Aid Response,03/15/2019 06:24:07 PM,47.602151,-122.30504199999999,POINT (-122.305042 47.602151),F190026632
39th Av S / S Orcas St,MVI - Motor Vehicle Incident,03/15/2019 06:28:21 PM,47.551218,-122.28344299999999,POINT (-122.283443 47.551218),F190026634
4502 Sw Wildwood Pl,Aid Response,03/15/2019 06:29:09 PM,47.520790000000005,-122.39023200000001,POINT (-122.390232 47.52079),F190026635
9th Av / Jefferson St,Aid Response Yellow,03/15/2019 06:29:47 PM,47.604841,-122.324097,POINT (-122.324097 47.604841),F190026636
823 Madison St,Aid Response,03/15/2019 06:31:44 PM,47.608053999999996,-122.32821000000001,POINT (-122.32821 47.608054),F190026637
6427 FLORA AV S,Medic Response,03/15/2019 06:45:39 PM,47.545428,-122.31961299999999,POINT (-122.319613 47.545428),F190026639
1215 4th Av,Aid Response,03/15/2019 06:48:34 PM,47.607617,-122.33430600000001,POINT (-122.334306 47.607617),F190026640
2530 14th Av S,Medic Response,03/15/2019 06:52:36 PM,47.580785999999996,-122.314714,POINT (-122.314714 47.580786),F190026641
1712 Summit Av,Aid Response,03/15/2019 06:52:48 PM,47.616499,-122.32554499999999,POINT (-122.325545 47.616499),F190026642
Meridian Av N / N 50th St,MVI - Motor Vehicle Incident,03/15/2019 06:53:08 PM,47.665036,-122.33371899999999,POINT (-122.333719 47.665036),F190026643
8319 8th Av S,Auto Fire Alarm,03/15/2019 06:56:59 PM,47.52885,-122.32287600000001,POINT (-122.322876 47.52885),F190026644
318 2nd Av Et S,Aid Response,03/15/2019 06:58:30 PM,47.600194,-122.330541,POINT (-122.330541 47.600194),F190026645
1811 Eastlake Av,Rescue Elevator,03/15/2019 06:59:03 PM,47.618002000000004,-122.329182,POINT (-122.329182 47.618002),F190026646
1200 University St,Aid Response,03/15/2019 07:03:17 PM,47.611943,-122.32598700000001,POINT (-122.325987 47.611943),F190026648
4700 Phinney Av N,Medic Response,03/15/2019 07:03:29 PM,47.66288,-122.353974,POINT (-122.353974 47.66288),F190026649
725 9th Av,Aid Response Yellow,03/15/2019 07:06:53 PM,47.606444,-122.32556299999999,POINT (-122.325563 47.606444),F190026650
48th Av S / S Fontanelle St,MVI - Motor Vehicle Incident,03/15/2019 07:12:02 PM,47.535923,-122.27264199999999,POINT (-122.272642 47.535923),F190026651
11711 17th Av Ne,Aid Response,03/15/2019 07:34:56 PM,47.714015,-122.309816,POINT (-122.309816 47.714015),F190026654
Rainier Av S / S Jackson St,Aid Response,03/15/2019 07:44:51 PM,47.599208000000004,-122.31413899999998,POINT (-122.314139 47.599208),F190026655
435 32ND AV,Aid Response,03/15/2019 07:45:51 PM,47.605506,-122.291575,POINT (-122.291575 47.605506),F190026656
216 Union St,"Medic Response, 7 per Rule",03/15/2019 07:48:08 PM,47.608368,-122.337814,POINT (-122.337814 47.608368),F190026657
3720 Montlake Blvd Ne,Aid Response,03/15/2019 07:50:58 PM,47.649404,-122.304574,POINT (-122.304574 47.649404),F190026658
1431 Minor Av,Aid Response,03/15/2019 07:52:52 PM,47.613246999999994,-122.32718700000001,POINT (-122.327187 47.613247),F190026659
1753 Nw 56th St,Aid Response,03/15/2019 07:54:34 PM,47.669446,-122.37945,POINT (-122.37945 47.669446),F190026660
2723 Boylston Av E,Aid Response,03/15/2019 08:06:47 PM,47.644745,-122.323366,POINT (-122.323366 47.644745),F190026662
339 Ne 91st St,Aid Response,03/15/2019 08:06:31 PM,47.694973,-122.325223,POINT (-122.325223 47.694973),F190026663
1635 11th Av,Aid Response,03/15/2019 08:07:19 PM,47.615659,-122.31816599999999,POINT (-122.318166 47.615659),F190026664
3820 Rainier Av S,Medic Response,03/15/2019 08:08:26 PM,47.569608,-122.29048600000002,POINT (-122.290486 47.569608),F190026665
Boylston Av E / E Roanoke St,Aid Response,03/15/2019 08:08:00 PM,47.643186,-122.323416,POINT (-122.323416 47.643186),F190026666
107 Cherry St,Auto Fire Alarm,03/15/2019 08:12:45 PM,47.602588,-122.334202,POINT (-122.334202 47.602588),F190026668
318 2nd Av Et S,Medic Response,03/15/2019 08:14:37 PM,47.600194,-122.330541,POINT (-122.330541 47.600194),F190026669
1023 E Alder St,Auto Fire Alarm,03/15/2019 08:18:05 PM,47.60436,-122.31910400000001,POINT (-122.319104 47.60436),F190026670
3720 Montlake Blvd Ne,Aid Response,03/15/2019 08:23:26 PM,47.649404,-122.304574,POINT (-122.304574 47.649404),F190026672
Airport Way S / S Snoqualmie St,Medic Response,03/15/2019 08:25:42 PM,47.562019,-122.323047,POINT (-122.323047 47.562019),F190026673
Bellevue Av E / E Thomas St,Trans to AMR,03/15/2019 08:25:57 PM,47.620831,-122.32657900000001,POINT (-122.326579 47.620831),F190026674
1530 3rd Av,Trans to AMR,03/15/2019 08:33:59 PM,47.610044,-122.33806200000001,POINT (-122.338062 47.610044),F190026676
1530 3rd Av,Aid Response,03/15/2019 08:49:31 PM,47.610044,-122.33806200000001,POINT (-122.338062 47.610044),F190026678
9061 Seward Park Av S,Aid Response,03/15/2019 08:53:35 PM,47.521679,-122.264284,POINT (-122.264284 47.521679),F190026681
4231 University Way Ne,Aid Response,03/15/2019 08:59:57 PM,47.658767,-122.31319599999999,POINT (-122.313196 47.658767),F190026682
Stadium Pl S / S King St,Aid Response,03/15/2019 09:03:48 PM,47.598288000000004,-122.331581,POINT (-122.331581 47.598288),F190026683
13000 Linden Av N,Trans to AMR,03/15/2019 09:09:27 PM,47.723218,-122.34819499999999,POINT (-122.348195 47.723218),F190026684
2020 S Jackson St,Aid Response,03/15/2019 09:10:01 PM,47.599261,-122.30525800000001,POINT (-122.305258 47.599261),F190026686
6801 Greenwood Av N,Aid Response,03/15/2019 09:17:41 PM,47.678453999999995,-122.355318,POINT (-122.355318 47.678454),F190026688
Nw 100th Pl / 7th Av Nw,Aid Response,03/15/2019 09:19:25 PM,47.702503,-122.363849,POINT (-122.363849 47.702503),F190026689
600 5TH AV,Medic Response,03/15/2019 09:26:36 PM,47.603698,-122.329187,POINT (-122.329187 47.603698),F190026690
600 5th Av,Aid Response,03/15/2019 09:26:37 PM,47.603698,-122.329187,POINT (-122.329187 47.603698),F190026691
94 Bay St,Aid Response,03/15/2019 09:31:24 PM,47.618412,-122.35520600000001,POINT (-122.355206 47.618412),F190026693
509 3rd Av,Medic Response,03/15/2019 09:38:53 PM,47.602114,-122.330809,POINT (-122.330809 47.602114),F190026694
401 Ne Northgate Way,Aid Response,03/15/2019 09:39:27 PM,47.708602,-122.32458799999999,POINT (-122.324588 47.708602),F190026695
Ne Campus Pkwy / University Way Ne,Aid Response,03/15/2019 09:40:35 PM,47.655988,-122.313268,POINT (-122.313268 47.655988),F190026696
116 Stewart St,Aid Response,03/15/2019 09:41:32 PM,47.610387,-122.34119799999999,POINT (-122.341198 47.610387),F190026697
5518 20th Av Nw,Aid Response,03/15/2019 09:47:24 PM,47.66881,-122.382129,POINT (-122.382129 47.66881),F190026698
1501 E Thomas St,Medic Response,03/15/2019 09:52:31 PM,47.620503,-122.312698,POINT (-122.312698 47.620503),F190026700
220 1st Av N,Auto Fire Alarm,03/15/2019 09:55:13 PM,47.619994,-122.35544099999998,POINT (-122.355441 47.619994),F190026701
3027 Nw 67th St,Aid Response,03/15/2019 09:58:19 PM,47.677308000000004,-122.39603600000001,POINT (-122.396036 47.677308),F190026702
2310 N 43rd St,Medic Response,03/15/2019 10:04:18 PM,47.659116999999995,-122.33126499999999,POINT (-122.331265 47.659117),F190026706
Broadway / Cherry St,MVI - Motor Vehicle Incident,03/15/2019 10:04:44 PM,47.608073,-122.320755,POINT (-122.320755 47.608073),F190026707
900 University St,Aid Response,03/15/2019 10:04:58 PM,47.61055,-122.32931799999999,POINT (-122.329318 47.61055),F190026708
8301 Aurora Av N,Medic Response,03/15/2019 10:06:55 PM,47.689113,-122.34451399999999,POINT (-122.344514 47.689113),F190026710
420 Jefferson St,Aid Response,03/15/2019 10:12:26 PM,47.602615,-122.32941799999999,POINT (-122.329418 47.602615),F190026711
200 University St,Aid Response,03/15/2019 10:16:00 PM,47.607299,-122.33708700000001,POINT (-122.337087 47.607299),F190026712
1118 5th Av,Aid Response,03/15/2019 10:24:17 PM,47.60739,-122.33256399999999,POINT (-122.332564 47.60739),F190026713
36th Av S / S Genesee St,Aid Response,03/15/2019 10:25:56 PM,47.564104,-122.287031,POINT (-122.287031 47.564104),F190026714
517 3rd Av,Aid Response,03/15/2019 10:27:12 PM,47.602171999999996,-122.330863,POINT (-122.330863 47.602172),F190026715
4294 Whitman Ln Ne,Aid Response,03/15/2019 10:43:16 PM,47.659620000000004,-122.304368,POINT (-122.304368 47.65962),F190026716
2445 4th Av W,Medic Response,03/15/2019 10:49:42 PM,47.640613,-122.36226200000002,POINT (-122.362262 47.640613),F190026717
416 Rainier Av S,Aid Response,03/15/2019 10:52:34 PM,47.599077,-122.313984,POINT (-122.313984 47.599077),F190026718
1932 2nd Av,Aid Response,03/15/2019 10:52:56 PM,47.611207,-122.340864,POINT (-122.340864 47.611207),F190026719
Westlake Av / Denny Way,MVI - Motor Vehicle Incident,03/15/2019 10:58:43 PM,47.618534000000004,-122.338485,POINT (-122.338485 47.618534),F190026720
3rd Av / James St,Aid Response,03/15/2019 10:59:57 PM,47.602769,-122.33140900000001,POINT (-122.331409 47.602769),F190026721
10011 Wallingford Av N,"Medic Response, 7 per Rule",03/15/2019 11:01:35 PM,47.701468,-122.335673,POINT (-122.335673 47.701468),F190026722
9239 29th Av Sw,Aid Response,03/15/2019 11:05:27 PM,47.520686,-122.369975,POINT (-122.369975 47.520686),F190026723
710 6th Av S,Aid Response,03/15/2019 11:11:12 PM,47.59659,-122.32637,POINT (-122.32637 47.59659),F190026724
16th Av Sw / Sw Florida St,Aid Response,03/15/2019 11:11:42 PM,47.583674,-122.35431000000001,POINT (-122.35431 47.583674),F190026725
2900 3rd Av W,Aid Response,03/15/2019 11:12:34 PM,47.645803,-122.360896,POINT (-122.360896 47.645803),F190026726
2nd Av / University St,Medic Response,03/15/2019 11:18:39 PM,47.607299,-122.33708700000001,POINT (-122.337087 47.607299),F190026727
1431 Minor Av,Aid Response,03/15/2019 11:24:11 PM,47.613246999999994,-122.32718700000001,POINT (-122.327187 47.613247),F190026728
13056 42nd Av Ne,Aid Response,03/15/2019 11:36:08 PM,47.723362,-122.28293700000002,POINT (-122.282937 47.723362),F190026730
218 Harvard Av E,"Medic Response, 7 per Rule",03/15/2019 11:39:08 PM,47.620101,-122.32220900000002,POINT (-122.322209 47.620101),F190026731
1233 6th Av S,Aid Response,03/15/2019 11:39:16 PM,47.592117,-122.32596799999999,POINT (-122.325968 47.592117),F190026732
2418 Nw 56th St,Medic Response,03/15/2019 11:45:22 PM,47.669458,-122.38780700000001,POINT (-122.387807 47.669458),F190026734
1301 1st Av,Aid Response,03/16/2019 12:03:10 AM,47.606835,-122.338197,POINT (-122.338197 47.606835),F190026735
2519 1st Av,Automatic Medical Alarm,03/16/2019 12:11:41 AM,47.614798,-122.348918,POINT (-122.348918 47.614798),F190026737
4747 30th Av Ne,Alarm Bell,03/16/2019 12:20:02 AM,47.663821999999996,-122.29561399999999,POINT (-122.295614 47.663822),F190026739
28th Av W / W Blaine St,Aid Response,03/16/2019 12:23:55 AM,47.635124,-122.393054,POINT (-122.393054 47.635124),F190026740
500 S Lander St,Aid Response,03/16/2019 12:28:32 AM,47.579809000000004,-122.327192,POINT (-122.327192 47.579809),F190026741
606 12th Av S,Aid Response,03/16/2019 12:35:03 AM,47.59745,-122.317227,POINT (-122.317227 47.59745),F190026742
925 E Pike St,Aid Response,03/16/2019 12:48:23 AM,47.614078000000006,-122.32043999999999,POINT (-122.32044 47.614078),F190026744
810 Virginia St,Aid Response,03/16/2019 12:59:12 AM,47.615789,-122.33650700000001,POINT (-122.336507 47.615789),F190026746
20th Av Nw / Ballard Av Nw,Aid Response,03/16/2019 01:06:31 AM,47.665506,-122.38213400000001,POINT (-122.382134 47.665506),F190026748
2917 12th Av S,Aid Response,03/16/2019 01:16:47 AM,47.577612,-122.31736200000002,POINT (-122.317362 47.577612),F190026749
5415 Ne 55th St,Medic Response,03/16/2019 01:20:01 AM,47.668499,-122.270357,POINT (-122.270357 47.668499),F190026750
E Pike St / 14th Av,Aid Response,03/16/2019 01:39:34 AM,47.614121999999995,-122.314224,POINT (-122.314224 47.614122),F190026751
PADILLA PL S / S ORCAS ST,Aid Response,03/16/2019 01:43:04 AM,47.550489,-122.32298899999999,POINT (-122.322989 47.550489),F190026752
2401 Ne Blakeley St,Aid Response,03/16/2019 02:02:36 AM,47.665845000000004,-122.30193200000001,POINT (-122.301932 47.665845),F190026755
N 84th St / Aurora Av N,Aid Response,03/16/2019 02:05:56 AM,47.689836,-122.344518,POINT (-122.344518 47.689836),F190026756
2516 Ne 110th St,Trans to AMR,03/16/2019 02:11:35 AM,47.708425,-122.301199,POINT (-122.301199 47.708425),F190026759
1500 Broadway,Aid Response,03/16/2019 02:14:52 AM,47.614076000000004,-122.32078,POINT (-122.32078 47.614076),F190026760
7536 13th Av Nw,Trans to AMR,03/16/2019 02:30:00 AM,47.683541999999996,-122.372749,POINT (-122.372749 47.683542),F190026762
708 N 35th St,Aid Response,03/16/2019 02:35:45 AM,47.650461,-122.34973899999999,POINT (-122.349739 47.650461),F190026763
1400 6th Av,Aid Response,03/16/2019 02:36:10 AM,47.61015,-122.333556,POINT (-122.333556 47.61015),F190026764
Rainier Av S / S Rose St,MVI - Motor Vehicle Incident,03/16/2019 02:38:41 AM,47.52913,-122.26998700000001,POINT (-122.269987 47.52913),F190026765
7536 15th Av Nw,Trans to AMR,03/16/2019 02:57:53 AM,47.68356,-122.37678100000001,POINT (-122.376781 47.68356),F190026770
505 Ne 70th St,Aid Response,03/16/2019 03:01:35 AM,47.679478,-122.322726,POINT (-122.322726 47.679478),F190026771
900 University St,Medic Response,03/16/2019 03:04:57 AM,47.61055,-122.32931799999999,POINT (-122.329318 47.61055),F190026772
517 3rd Av,Medic Response,03/16/2019 03:08:49 AM,47.602171999999996,-122.330863,POINT (-122.330863 47.602172),F190026773
2300 Sw Webster St,Aid Response,03/16/2019 03:19:40 AM,47.535515000000004,-122.36216,POINT (-122.36216 47.535515),F190026776
8322 16th Av Nw,Automatic Medical Alarm,03/16/2019 03:23:08 AM,47.688936,-122.37787800000001,POINT (-122.377878 47.688936),F190026777
5th Av / Pike St,MVI - Motor Vehicle Incident,03/16/2019 03:26:55 AM,47.610678,-122.335574,POINT (-122.335574 47.610678),F190026778
308 4th Av S,Aid Response,03/16/2019 03:34:49 AM,47.599968,-122.328965,POINT (-122.328965 47.599968),F190026779
116 Stewart St,Auto Fire Alarm,03/16/2019 03:35:44 AM,47.610387,-122.34119799999999,POINT (-122.341198 47.610387),F190026780
427 Ne 73rd St,Auto Fire Alarm,03/16/2019 03:36:34 AM,47.6813,-122.324525,POINT (-122.324525 47.6813),F190026781
8524 1st Av Ne,Automatic Fire Alarm Resd,03/16/2019 03:48:58 AM,47.690609,-122.328387,POINT (-122.328387 47.690609),F190026782
Rainier Av S / S Rose St,MVI - Motor Vehicle Incident,03/16/2019 04:00:35 AM,47.52913,-122.26998700000001,POINT (-122.269987 47.52913),F190026783
4710 Dayton Av N,Food On The Stove Out,03/16/2019 04:02:24 AM,47.662944,-122.352726,POINT (-122.352726 47.662944),F190026784
9061 Seward Park Av S,Aid Response,03/16/2019 04:11:08 AM,47.521679,-122.264284,POINT (-122.264284 47.521679),F190026785
2411 Alaskan Way,Aid Response,03/16/2019 04:16:03 AM,47.612258000000004,-122.35014,POINT (-122.35014 47.612258),F190026786
308 4th Av S,Aid Response,03/16/2019 04:54:44 AM,47.599968,-122.328965,POINT (-122.328965 47.599968),F190026787
204 3rd Av S,Trans to AMR,03/16/2019 05:10:56 AM,47.600843,-122.330271,POINT (-122.330271 47.600843),F190026788
925 4th Av,Auto Fire Alarm,03/16/2019 05:11:59 AM,47.605548999999996,-122.33241699999999,POINT (-122.332417 47.605549),F190026789
2900 3rd Av W,Aid Response,03/16/2019 05:22:13 AM,47.645803,-122.360896,POINT (-122.360896 47.645803),F190026790
505 Ne 70th St,Trans to AMR,03/16/2019 05:28:06 AM,47.679478,-122.322726,POINT (-122.322726 47.679478),F190026792
4253 7th Av Ne,Medic Response,03/16/2019 05:47:58 AM,47.658551,-122.32084099999999,POINT (-122.320841 47.658551),F190026793
2300 Ne 130th St,Aid Response,03/16/2019 06:05:51 AM,47.722959,-122.304585,POINT (-122.304585 47.722959),F190026794
13304 3rd Av Ne,Medic Response,03/16/2019 06:09:02 AM,47.724989,-122.326222,POINT (-122.326222 47.724989),F190026796
2233 Nw 58th St,Aid Response,03/16/2019 06:14:01 AM,47.670913,-122.385203,POINT (-122.385203 47.670913),F190026797
5TH AV S / S KING ST,Aid Response,03/16/2019 06:26:13 AM,47.598356,-122.327671,POINT (-122.327671 47.598356),F190026798
Eb I90 Fr Nb I5,Brush Fire Freeway,03/16/2019 06:27:49 AM,47.589960999999995,-122.32053300000001,POINT (-122.320533 47.589961),F190026799
2107 S Walker St,Trans to AMR,03/16/2019 06:28:16 AM,47.583667,-122.30546399999999,POINT (-122.305464 47.583667),F190026800
13716 Lake City Way Ne,Aid Response,03/16/2019 06:43:21 AM,47.72838,-122.292253,POINT (-122.292253 47.72838),F190026803
3936 S Kenyon St,Medic Response,03/16/2019 06:56:28 AM,47.531541,-122.282895,POINT (-122.282895 47.531541),F190026805
3rd Av / University St,Investigate Out Of Service,03/16/2019 07:04:45 AM,47.607763,-122.335976,POINT (-122.335976 47.607763),F190026806
705 Pike St,Aid Response,03/16/2019 07:06:20 AM,47.61163,-122.333297,POINT (-122.333297 47.61163),F190026807
300 Pine St,Aid Response,03/16/2019 07:16:22 AM,47.610743,-122.338702,POINT (-122.338702 47.610743),F190026808
801 9th Av,Trans to AMR,03/16/2019 07:17:04 AM,47.606982,-122.32605600000001,POINT (-122.326056 47.606982),F190026809
4300 Ne 55th St,Automatic Medical Alarm,03/16/2019 07:24:14 AM,47.668557,-122.28213999999998,POINT (-122.28214 47.668557),F190026810
